Parâmetros;Média da validação;Média dos testes
100/2/SinglePointRandom/random;0.624418604651;0.637596899225
100/2/SinglePointRandom/crossOverWeights;0.618217054264;0.628682170543
100/2/SinglePointRandom/crossOverNodes;0.622868217054;0.618604651163
100/2/SinglePointRandom/crossOverFeatures;0.622093023256;0.63992248062
100/2/SinglePointRandom/Line Recombination;0.667441860465;0.677906976744
100/2/NonUniform/random;0.646124031008;0.642248062016
100/2/NonUniform/crossOverWeights;0.627906976744;0.629457364341
100/2/NonUniform/crossOverNodes;0.622868217054;0.628294573643
100/2/NonUniform/crossOverFeatures;0.599224806202;0.591860465116
100/2/NonUniform/Line Recombination;0.673255813953;0.681007751938
100/4/random/random;0.626744186047;0.625968992248
100/4/random/crossOverWeights;0.628682170543;0.629457364341
100/4/random/crossOverNodes;0.61007751938;0.625968992248
100/4/random/crossOverFeatures;0.628294573643;0.622868217054
100/4/random/Line Recombination;0.637596899225;0.65503875969
100/4/BiasedMutateWeights/random;0.641860465116;0.631007751938
100/4/BiasedMutateWeights/crossOverWeights;0.613953488372;0.604651162791
100/4/BiasedMutateWeights/crossOverNodes;0.589534883721;0.610465116279
100/4/BiasedMutateWeights/crossOverFeatures;0.592248062016;0.596124031008
100/4/BiasedMutateWeights/Line Recombination;0.653875968992;0.655813953488
100/4/UnbiasedMutateWeights/random;0.622868217054;0.613565891473
100/4/UnbiasedMutateWeights/crossOverWeights;0.649612403101;0.624031007752
100/4/UnbiasedMutateWeights/crossOverNodes;0.617441860465;0.61511627907
100/4/UnbiasedMutateWeights/crossOverFeatures;0.618604651163;0.623643410853
100/4/UnbiasedMutateWeights/Line Recombination;0.622868217054;0.653100775194
100/4/MutateNodes/random;0.618604651163;0.618217054264
100/4/MutateNodes/crossOverWeights;0.626744186047;0.609689922481
100/4/MutateNodes/crossOverNodes;0.584108527132;0.611627906977
100/4/MutateNodes/crossOverFeatures;0.600387596899;0.611627906977
100/4/MutateNodes/Line Recombination;0.66511627907;0.660465116279
100/4/MutateWeakestNodes/random;0.586821705426;0.575581395349
100/4/MutateWeakestNodes/crossOverWeights;0.556589147287;0.582170542636
100/4/MutateWeakestNodes/crossOverNodes;0.58992248062;0.591472868217
100/4/MutateWeakestNodes/crossOverFeatures;0.584496124031;0.565891472868
100/4/MutateWeakestNodes/Line Recombination;0.598837209302;0.601550387597
100/4/SinglePointRandom/random;0.641860465116;0.643023255814
100/4/SinglePointRandom/crossOverWeights;0.623255813953;0.632170542636
100/4/SinglePointRandom/crossOverNodes;0.642248062016;0.651162790698
100/4/SinglePointRandom/crossOverFeatures;0.612790697674;0.605813953488
100/4/SinglePointRandom/Line Recombination;0.695348837209;0.690310077519
100/4/NonUniform/random;0.636821705426;0.62984496124
100/4/NonUniform/crossOverWeights;0.663178294574;0.645348837209
100/4/NonUniform/crossOverNodes;0.642248062016;0.653100775194
100/4/NonUniform/crossOverFeatures;0.630620155039;0.648062015504
100/4/NonUniform/Line Recombination;0.645736434109;0.638759689922
;;;
;Melhor Combinação;Média da validação;Média dos testes;
Melhor média da Validacao:;100/4/SinglePointRandom/Line Recombination;0.695348837209;0.690310077519
Melhor média dos Testes:;100/2/UnbiasedMutateWeights/Line Recombination;0.663953488372;0.692635658915
