Parâmetros;Média da validação;Média dos testes
100/2/SinglePointRandom/crossOverWeights;0.934857142857;0.933908045977
100/2/SinglePointRandom/crossOverNodes;0.923428571429;0.933333333333
100/2/SinglePointRandom/crossOverFeatures;0.916571428571;0.915517241379
100/2/SinglePointRandom/Line Recombination;0.963428571429;0.953448275862
100/2/NonUniform/random;0.945142857143;0.942528735632
100/2/NonUniform/crossOverWeights;0.930285714286;0.948850574713
100/2/NonUniform/crossOverNodes;0.937142857143;0.917816091954
100/2/NonUniform/crossOverFeatures;0.910285714286;0.924137931034
100/2/NonUniform/Line Recombination;0.958285714286;0.958620689655
100/4/random/random;0.945714285714;0.947126436782
100/4/random/crossOverWeights;0.938857142857;0.953448275862
100/4/random/crossOverNodes;0.932;0.937931034483
100/4/random/crossOverFeatures;0.934285714286;0.934482758621
100/4/random/Line Recombination;0.947428571429;0.958620689655
100/4/BiasedMutateWeights/random;0.94;0.947701149425
100/4/BiasedMutateWeights/crossOverWeights;0.941142857143;0.938505747126
100/4/BiasedMutateWeights/crossOverNodes;0.930285714286;0.927586206897
100/4/BiasedMutateWeights/crossOverFeatures;0.900571428571;0.87816091954
100/4/BiasedMutateWeights/Line Recombination;0.956;0.942528735632
100/4/UnbiasedMutateWeights/random;0.957142857143;0.951149425287
100/4/UnbiasedMutateWeights/crossOverWeights;0.905714285714;0.91724137931
100/4/UnbiasedMutateWeights/crossOverNodes;0.897714285714;0.897126436782
100/4/UnbiasedMutateWeights/crossOverFeatures;0.922857142857;0.897701149425
100/4/UnbiasedMutateWeights/Line Recombination;0.954857142857;0.959770114943
100/4/MutateNodes/random;0.921142857143;0.92183908046
100/4/MutateNodes/crossOverWeights;0.874285714286;0.874137931034
100/4/MutateNodes/crossOverNodes;0.821142857143;0.81091954023
100/4/MutateNodes/crossOverFeatures;0.881714285714;0.880459770115
100/4/MutateNodes/Line Recombination;0.944571428571;0.938505747126
100/4/MutateWeakestNodes/random;0.918285714286;0.909770114943
100/4/MutateWeakestNodes/crossOverWeights;0.884571428571;0.890804597701
100/4/MutateWeakestNodes/crossOverNodes;0.748;0.736781609195
100/4/MutateWeakestNodes/crossOverFeatures;0.888571428571;0.871264367816
100/4/MutateWeakestNodes/Line Recombination;0.947428571429;0.95
100/4/SinglePointRandom/random;0.936571428571;0.946551724138
100/4/SinglePointRandom/crossOverWeights;0.940571428571;0.948275862069
100/4/SinglePointRandom/crossOverNodes;0.918285714286;0.919540229885
100/4/SinglePointRandom/crossOverFeatures;0.941142857143;0.936206896552
100/4/SinglePointRandom/Line Recombination;0.950285714286;0.948275862069
100/4/NonUniform/random;0.945714285714;0.94367816092
100/4/NonUniform/crossOverWeights;0.943428571429;0.940804597701
100/4/NonUniform/crossOverNodes;0.938857142857;0.933333333333
100/4/NonUniform/crossOverFeatures;0.926857142857;0.928735632184
100/4/NonUniform/Line Recombination;0.953142857143;0.958045977011
;;;
;Melhor Combinação;Média da validação;Média dos testes;
Melhor média da Validacao:;100/2/SinglePointRandom/random;0.964;0.954022988506
Melhor média dos Testes:;50/2/random/Line Recombination;0.961142857143;0.959770114943
